,단지명
1331,삼성산주공(주공3단지)
1332,삼성아트빌(715-32)
1333,상목에버빌A
1334,상목에버빌B
1335,서초
1336,서초그린
1337,성우
1338,신림2차푸르지오
1339,신림2차현대
1340,신림동부센트레빌
1341,신림동신도브래뉴
1342,신림동쌍용아파트
1343,신림푸르지오
1344,신림현대
1345,신화아트벨리1차
1346,신화아트벨리2차
1347,아데나
1348,에셀비전21
1349,우민조원
1350,우방
1351,우정하이비전
1352,우정하이비전2
1353,웰피아
1354,윤정
1355,주공1
1356,청광
1357,청암두산위브센티움
1358,청화
1359,초원
1360,코스모그린
1361,테라스시티
1362,파로스프라자
1363,파로스프라자(1738-1)
1364,한라타운아파트
1365,효림다온
1366,광나루현대
1367,광장11현대홈타운
1368,광장자이
1369,광장현대9단지
1370,광장힐스테이트
1371,극동1
1372,극동2
1373,금호베스트빌
1374,다강리버빌
1375,동북아스위트힐(리버리치빌)
1376,동북아스위트힐아파트
1377,삼성광장1
1378,삼성광장2
1379,연세리버빌6차
1380,워커힐
1381,워커힐 팰리스
1382,워커힐푸르지오
1383,청구
1384,현대5
1385,"현대8(801동,802동)"
1386,현대8(803동)
1387,현대파크빌
1388,현대홈타운12차
1389,강변아파트
1390,광남캐스빌(198-4)
1391,광진해모로리버뷰
1392,구의강변우성아파트
1393,구의동현진에버빌
1394,구의청정
1395,구의현대2단지
1396,구의현대6단지
1397,구의현대7단지현대홈타운
1398,그레이스홈타운(101동)
1399,데쟈뷰아파트
1400,명성
1401,삼성로얄아파트
1402,삼성쉐르빌
1403,새한
1404,성동강변파크빌101(강변타워)
1405,세림리오빌
1406,세양
1407,신덕하이빌
1408,신원빌라트
1409,아차산포레안
1410,아차산한라아파트
1411,아크로리버
1412,우남위시빌
1413,우신
1414,욱현(208-1)
1415,은진아파트5차
1416,퓨전빌
1417,하늘애
1418,한솔아파트
1419,현대13차폴라트리움
1420,현대프라임
1421,광진We’vePark
1422,광진동양파라곤1단지
1423,광진동양파라곤2단지
1424,서원힐탑
1425,일성파크
1426,(246-11)
1427,골든리버파크
1428,광진트라팰리스
1429,광진하나플러스
1430,광진하우스토리한강
1431,구의현대하이엘
1432,구의현대홈시티
1433,그린
1434,금강KCC
1435,노블스카이
1436,대동
1437,대보아파트(798-4)
1438,대원리버빌
1439,더샵스타시티
1440,도성
1441,로얄동아
1442,스카이빌1차
1443,스카이빌2차
1444,와이엠프라젠스파
1445,우방리버파크
1446,우성1
1447,우성3
1448,우성5
1449,우성6
1450,이튼타워리버1차
1451,이튼타워리버2차
1452,이튼타워리버3차
1453,이튼타워리버5차
1454,자양
1455,자양10차현대홈타운
1456,자양2현대
1457,자양7차현대홈타운
1458,자양8차현대홈타운
1459,자양9차현대홈타운
1460,자양강변I-Park
1461,자양동현대
1462,자양삼성
1463,자양우성7
1464,자양현대5
1465,자양현대6
1466,자양훼밀리
1467,자양힐101동
1468,청정(B)
1469,파라다이스리버빌
1470,한강극동
1471,한강성원
1472,한강아남
1473,한강우성
1474,한강이레
1475,한라아파트
1476,한솔리베르
1477,현대강변
1478,그린트리
1479,대광그린
1480,대영(62-68)
1481,대영1동
1482,두리
1483,삼민
1484,삼보글로벌101동
1485,삼보글로벌102동
1486,삼보드림
1487,삼성로얄
1488,삼성로얄2
1489,삼성로얄3
1490,신성그랜드타워
1491,에스케이
1492,욱현
1493,욱현하이브Ⅲ
1494,웰빙
1495,주성AURA
1496,중곡1단지
1497,중곡2단지
1498,중곡동광덕
1499,브라운스톤
1500,캠퍼스프라자
1501,화양타워
1502,화양현대
1503,효성
1504,개봉동상우
1505,개봉동현대아이파크
1506,개봉프라자
1507,거성
1508,거성푸르뫼
1509,거성푸르뫼2
1510,건양
1511,건영
1512,고운아파트
1513,동도센트리움(70-12)
1514,동서아파트(313-32)
1515,동인
1516,레오
1517,림괄
1518,비젼
1519,상우
1520,수영힐(가동)
1521,신개봉삼환
1522,신세기
1523,신양지(가동)
1524,신양지(나동)
1525,영화
1526,영화아이닉스
1527,율포그레이스빌
1528,창동
1529,천신하이츠
1530,청실
1531,태경하이빌
1532,한마을
1533,화신
1534,개봉청구
1535,경남2
1536,고척LIG리가1차
1537,고척LIG리가2차
1538,고척월드메르디앙
1539,고척파크푸르지오
1540,동아한신
1541,마젤란
1542,벽산베스트블루밍
1543,산업인
1544,삼명
1545,삼익(1단지)
1546,삼익(2단지)
1547,삼환로즈빌
1548,서울가든
1549,센츄리
1550,신원프라자
1551,양우
1552,예인
1553,"우성,현대아파트"
1554,우성꿈동산
1555,청솔우성
1556,하이리빙
1557,한성
1558,한일유앤아이
1559,한효
1560,해피그린(171-21)
1561,해피그린(171-24)
1562,해피그린(171-31)
1563,(716-17)
1564,(716-22)우진빌라C
1565,(717-23)함양주택
1566,(717-24)함양주택
1567,(717-39)
1568,(718-11)경원주택6동
1569,(718-24)경원주택
1570,(718-4)한진주택
1571,(740-19)
1572,(740-21)
1573,(740-42)
1574,(742-58)
1575,(742-68)
1576,(743-19)
1577,(743-26)
1578,(743-31)
1579,(743-35)
1580,(743-37)
1581,(743-72)
1582,(744-16)
1583,(744-21)
1584,(744-48)
1585,(748-20)
1586,(748-32)
1587,(749-29)
1588,(749-46)
1589,(750-13)
1590,(750-15)
1591,(750-7)
1592,(751-3)
1593,(751-32)
1594,(751-4)
1595,(752-13)
1596,(752-15)
1597,(752-17)
1598,(752-37)
1599,(779-13)
1600,(779-2)
1601,(779-3)
1602,(780-50)
1603,(780-67)우정빌라
1604,(780-97)
1605,(781-26)
1606,(791-62)
1607,(792-54)
1608,(792-6)
1609,(792-86)
1610,(792-98)
1611,(793-24)
1612,(793-54)
1613,(793-6)
1614,(796-11)
1615,(797-22)
1616,(797-26)
1617,(806-15)
1618,(806-41)가람빌라
1619,(807-21)
1620,(807-26)
1621,801-14
1622,SR친오애
1623,경성빌라
1624,계영주택(738-27)
1625,골드마인(가동)
1626,구로두산
1627,구로두산위브
1628,구로아트빌라3동
1629,구로에스케이뷰
1630,구로지웰
1631,구로현대
1632,구일우성
1633,그린플러스구로해담채2
1634,뉴홍현솔레디움
1635,다솜금호
1636,다울숲
1637,다원그린빌
1638,대길빌라A
1639,대림빌라
1640,대림아르빌
1641,대림역경남아너스빌
1642,대림역대성스카이렉스
1643,대림오페라타워
1644,대림우성2
1645,대영빌라
1646,덕영드림
1647,도림두산베어스타워
1648,동도아르떼빌
1649,럭키
1650,보광
1651,보람쉬움
1652,비즈트위트그린
1653,비즈트위트레인보우
1654,비즈트위트블루
1655,비즈트위트오렌지
1656,삼주빌라
1657,삼호빌라
1658,새솔금호
1659,성락
1660,성산
1661,성호메이플라워멤버스빌
1662,순영웰라이빌1차
1663,순영웰라이빌2차
1664,신구로자이
1665,신도림LG자이
1666,신도림로제리움
1667,신도림롯데아파트
1668,신도림태영타운
1669,신도림현대
1670,신성미소지움
1671,신안타워
1672,쌍용플래티넘노블
1673,아스타빌
1674,에덴
1675,영광빌라
1676,영화참마음
1677,우리유앤미
1678,우민늘푸른
1679,우성(1058)
1680,우성(23)
1681,우성에비뉴
1682,우원그린빌
1683,우진체리쉬
1684,유진빌라
1685,은진빌라
1686,이화우성
1687,일신건영
1688,조성빌라
1689,종인아네스트
1690,중앙하이츠(1269)
1691,청우아트빌리지(738-39)
1692,초롱타운
1693,케어빌(98-8)
1694,태양
1695,하나세인스톤1차
1696,하나세인스톤2차
1697,하나세인스톤3차
1698,한국현대
1699,한마음(796-72)
1700,한스타워
1701,한신
1702,한신주택
1703,한신휴플러스(1280-0)
1704,한신휴플러스(1280-1)
1705,현대로얄
1706,현대상선
1707,현대연예인
1708,현대의보아파트
1709,희훈타워빌
1710,다청림(101동)
1711,다청림(104동)
1712,다청림(107동)
1713,다청림101동(143-1)
1714,다청림102동(143-0)
1715,대명하이빌(103동)
1716,대명하이빌101동
1717,선우쉐르빌
1718,우남푸르미아
1719,SKVIEW
1720,대림1
1721,대림2
1722,대림3
1723,대림e-편한세상4
1724,대림e-편한세상5
1725,대림e-편한세상6
1726,대림e-편한세상7
1727,디큐브시티
1728,미성
1729,신도림2차푸르지오
1730,신도림3차푸르지오
1731,신도림팰러티움
1732,신성은하수
1733,현대홈타운아파트
1734,그랑프리
1735,금강
1736,금강(343)
1737,다청림
1738,다청림(356)
1739,대산
1740,더메디치
1741,동보
1742,동부(101동~103동)
1743,동부(105동~106동)
1744,동부골든
1745,동선
1746,목화수목원102동
1747,미진주택B동
1748,서해그랑블
1749,시티월드
1750,양지쉐르빌아파트
1751,오류그린
1752,오류동금호어울림
1753,오류동푸르지오
1754,오류동휘버스
1755,우림필유
1756,유한수목원
1757,은하수수목원
1758,이좋은집
1759,한가람
1760,한백고은
1761,한신플러스타운
1762,리치안풍산
1763,온수동
1764,온수힐스테이트
1765,천왕연지타운1단지
1766,천왕연지타운2단지
1767,천왕이펜하우스1단지
1768,천왕이펜하우스2단지
1769,천왕이펜하우스4단지
1770,천왕이펜하우스5단지
1771,천왕이펜하우스6단지
1772,유한오크팰리스
1773,현대홈타운스위트
1774,가산양우내안에애플
1775,가산지웰에스테이트
1776,덕산
1777,드림캐슬
1778,백운한비치
1779,백운한비치(가)
1780,온누리
1781,주상복합두산
1782,해찬행복드림
1783,각산
1784,계룡아파트
1785,금천현대
1786,대덕트윈빌
1787,독산동아아파트
1788,독산동중앙하이츠빌
1789,독산동한양수자인
1790,독산주공14단지
1791,독산현대
1792,동심
1793,동양드림아파트
1794,동은노보빌(887-1)
1795,동은노보빌(887-54)
1796,리치힐(1052-5)
1797,리치힐(976-37)
1798,리치힐102동(993-36)
1799,목화101
1800,문성
1801,삼환아파트
1802,상진지오벨리B
1803,서초파레스
1804,설악솔내음
1805,성웅
1806,세심아파트
1807,세진(1037-31)
1808,세진웰빙101
1809,신도브래뉴
1810,아셈그린힐
1811,은탑로얄클라스
1812,을미월드힐
1813,이랜드해가든
1814,정심아파트
1815,진도1차
1816,진도2차
1817,진도3차아파트
1818,청광플러스원
1819,태영아파트
1820,푸른터
1821,한솔아트빌라
1822,한아(987-11)
1823,한아(987-22)
1824,한아102(994-73)
1825,한아마인드
1826,한아프라임101동
1827,호정타워
1828,힐탑
1829,힐탑아파트3차(894-3)
1830,힐탑아파트4차(894-5)
1831,SM엘루이
1832,거상성림(501동)
1833,거상홈타운701동
1834,거상홈타운801동
1835,건우한마음
1836,경남아파트
1837,관악산벽산타운5
1838,관악산신도브래뉴
1839,금광
1840,낙원
1841,남서울건영2
1842,남서울건영아파트
1843,럭키남서울아파트
1844,무지개
1845,백운한비치Ⅱ
1846,백조
1847,벽산3
1848,보르미아파트(948-9)
1849,산호시티빌
1850,삼일
1851,성지
1852,쉼터빌리지
1853,스카이
1854,시흥(817-29)
1855,시흥동월드메르디앙
1856,시흥목련
1857,시흥베르빌
1858,신동힐탑
1859,애시안아파트
1860,영광
1861,오성로얄
1862,와이즈플레이스
1863,청우그린
1864,칠성(977-2)
1865,탑스빌
1866,하나어울림
1867,한빛로얄(796-43)
1868,한빛무궁화101동
1869,현대(209)
1870,건영아파트
1871,건영장미아파트
1872,공릉2신도브래뉴아파트
1873,공릉동한보에센시티아파트
1874,공릉우성아파트
1875,공릉해링턴플레이스
1876,광덕파크빌아파트
1877,길성그랑프리텔아파트
1878,남광미르빌
1879,남광아파트
1880,남청파인힐
1881,대동아파트
1882,대동아파트2
1883,대명아파트
1884,대아2차아파트
1885,대아아파트1차
1886,대주파크빌아파트
1887,동부아파트
1888,동신아파트
1889,두산힐스빌아파트
1890,라메즈아파트
1891,백영아파트
1892,보람노블레스아파트
1893,비선아파트
1894,비콘아파트
1895,삼익2차아파트
1896,삼익4단지아파트
1897,새울센스빌아파트
1898,서일이츠뷰
1899,세영아파트
1900,시영2단지(라이프)아파트
1901,시영3차(라이프)아파트
1902,신대림아파트
1903,신도1차아파트
1904,신성미소지움아파트
1905,신원아파트
1906,우국리더스빌
1907,우방아파트
1908,임성아파트
1909,주완위즈빌
1910,진명비베레
1911,진주브라운
1912,참다움아파트
1913,청솔브레씽A동
1914,청솔아파트8
1915,청솔아파트9
1916,청수대아파트
1917,청우씨티아파트
1918,탑스빌아파트(102동)
1919,태강아파트(아이파크)
1920,태릉우성아파트
1921,태승훼미리아파트
1922,풍림아파트A
1923,풍림아파트B
1924,하늘공원아파트(102동)
1925,한일휴니스빌
1926,한진아파트
1927,현대(고려)아파트
1928,현대성우아파트
1929,화랑타운아파트
1930,화랑해링턴플레이스아파트
1931,효성아파트
1932,극동늘푸른
1933,노원IPARK
1934,노원우성
1935,노원현대
1936,대동황토빌라트
1937,대망드림힐1
1938,대창센시티
1939,동아불암
1940,동양엔파트
1941,문수해오름
1942,미도
1943,미라보(성림)
1944,보람1단지
1945,보람2단지
1946,보미
1947,북부현대
1948,불암신기101동
1949,불암현대
1950,비콘드림힐2
1951,비콘드림힐3
1952,상계1차중앙하이츠
1953,상계1차현대아파트
1954,상계2차중앙하이츠
1955,상계대림
1956,상계대림e편한세상
1957,상계불암대림
1958,상계신동아
1959,상계우방유쉘
1960,상계주공1(고층)
1961,상계주공1(저층)
1962,상계주공10(고층)
1963,상계주공10(저층)
1964,상계주공11(고층)
1965,상계주공12(고층)
1966,상계주공13(고층)
1967,상계주공14(고층)
1968,상계주공14(저층)
1969,상계주공16(고층)
1970,상계주공2(고층)
1971,상계주공2(저층)
1972,상계주공3(고층)
1973,상계주공3(저층)
1974,상계주공4(고층)
1975,상계주공5(저층)
1976,상계주공6(고층)
1977,상계주공7(고층)
1978,상계주공8(저층)
1979,상계주공9(고층)
1980,상계현대3차
1981,상록수1단지
1982,센트럴타워
1983,수락리버시티3단지
1984,수락리버시티4단지
1985,수락산늘푸른
1986,수락산벨리체
1987,수락파크빌
1988,수락한신
1989,수락현대
1990,우림루미아트1
1991,우림루미아트201동
1992,은빛1단지
1993,은빛2단지
1994,중앙하이츠(5지역)
1995,청암1단지
1996,청암2단지
1997,충효파크타운
1998,코오롱
1999,코지한주
2000,한신1차
2001,한신2차
2002,한신3차
2003,한신4차
2004,한창늘푸른
2005,현대2차
2006,현대4차
2007,현대하이츠
2008,희락
2009,건양노블레스빌
2010,동신
2011,롯데캐슬루나
2012,미륭
2013,사슴3
2014,삼능스페이스향
2015,삼창
2016,삼호3
2017,삼호4
2018,서광
2019,성북맨션
2020,성북역신도브래뉴
2021,성원(사슴4)
2022,우남(저층)
2023,우남그랜드
2024,월계로즈빌(387)
2025,월계역신도브래뉴
2026,월계흥화브라운빌
